NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
524,E1720300005112,安宅中学校,石川県小松市安宅町安宅林4-112,,,,36.415584484624,136.421404857024,
525,E1720300006111,安宅小学校,石川県小松市安宅町安宅林5,,,,36.4162423479106,136.421101048717,
526,E1720300008111,粟津小学校,石川県小松市井口町チ24,,,,36.335642498814,136.447938200484,
527,E1720300010111,矢田野小学校,石川県小松市下粟津町ク101-1,,,,36.3391480023502,136.426354896402,
528,E1720300012111,小松総合体育館,石川県小松市下牧町69,,,,36.4040272113212,136.437062213257,
529,E1720300013111,国府地区体育館,石川県小松市河田町ヌ18,,,,36.4163992841799,136.508814766804,
530,E1720300014111,国府小学校,石川県小松市河田町丁40-1,,,,36.4102851240367,136.511653155443,
531,E1720300015111,旧西尾小学校,石川県小松市観音下町ロ48,,,,36.3335307032218,136.526570252038,
532,E1720300017111,丸山研修センター,石川県小松市丸山町ヌ150,,,,36.2492769290861,136.539192706444,
533,E1720300018111,小松高校,石川県小松市丸内町二ノ丸15,,,,36.4118630260789,136.446995896434,
534,E1720300019111,小松商業高校,石川県小松市希望丘10,,,,36.3992376486472,136.498224487469,
535,E1720300020111,小松特別支援学校,石川県小松市金平町丁76,,,,36.3547140150389,136.507037297463,
536,E1720300021111,串小学校,石川県小松市串町乙1-1,,,,36.370511225493,136.422518181269,
537,E1720300022111,中海地区体育館,石川県小松市軽海町弐1-4,,,,36.3963475717063,136.508892679593,
538,E1720300023111,中海中学校,石川県小松市軽海町弐4-1,,,,36.3975436480331,136.509000336041,
539,E1720300024111,月津小学校,石川県小松市月津町ユ113,,,,36.3523422671181,136.404213582357,
540,E1720300090121,こども通所センターふれんど,石川県小松市月津町ヲ94-10,,受入対象者は、上記の者のうち、事前に市が特定し、環境調整を事前に行った者及びその家族等,当該施設を利用する障害児,36.3523732,136.4151624,
541,E1720300025111,犬丸小学校,石川県小松市犬丸町甲61,,,,36.4279823822647,136.459320447483,
542,E1720300026111,向本折小学校,石川県小松市向本折町寅188,,,,36.3925395267112,136.443791765833,
543,E1720300027111,松東みどり学園,石川県小松市江指町丙30,,,,36.360158,136.491472,
544,E1720300028111,荒屋小学校,石川県小松市荒屋町ほ1,,,,36.4328967361138,136.473608000333,
545,E1720300031111,今江小学校,石川県小松市今江町6-167,,,,36.3802009303196,136.437070260707,
546,E1720300032111,武道館,石川県小松市桜木町104-3,,,,36.4044338903195,136.439421012881,
547,E1720300034111,小松大学粟津キャンパス,石川県小松市四丁町ヌ1-3,,,,36.3548308948867,136.417189974449,
548,E1720300035111,丸内中学校,石川県小松市小寺町甲27,,,,36.4140169759093,136.452519567021,
549,E1720300036111,国府中学校,石川県小松市小野町己152-2,,,,36.4134165101021,136.505904349763,
550,E1720300037111,板津中学校,石川県小松市松梨町丙8,,,,36.4243942450404,136.461337692778,
551,E1720300038111,小松瀬領特別支援学校,石川県小松市瀬領町丁138-1,,,,36.3298387695173,136.486223524578,
552,E1720300039111,東陵小学校,石川県小松市西軽海町1-41,,,,36.3991944703439,136.500874509975,
553,E1720300042111,芦城小学校,石川県小松市西町25,,,,36.4047656507601,136.446444055624,
554,E1720300043111,西俣自然教室,石川県小松市西俣町ニ301,,,,36.3069844547692,136.517419886754,
555,E1720300044111,小松産業技術専門校,石川県小松市青路町130,,,,36.3652731271377,136.427995679914,
556,E1720300046111,御幸中学校,石川県小松市村松町50,,,,36.3726352144962,136.415214583038,
557,E1720300047111,御幸地区体育館,石川県小松市村松町丙67,,,,36.3739270984279,136.417094991379,
558,E1720300048111,小松工業高校,石川県小松市打越町丙67,,,,36.4001406225895,136.472126879617,
559,E1720300049111,里山自然学校大杉みどりの里,石川県小松市大杉町イ98,,,,36.2533396407834,136.491300266485,
560,E1720300050111,北部地区体育館,石川県小松市大川町2-12,,,,36.4142155210487,136.45139967239,
561,E1720300097121,株式会社ｓｐｒｏｕｔ,石川県小松市大島町乙77,,受入対象者は，当該施設を利用する障害者のうち，事前に市が特定し，環境調整を事前に行った者及びその家族等,当該施設を利用する障害者,36.429315,136.448151,
562,E1720300051111,小松市民センター,石川県小松市大島町丙42-3,,,,36.423232381913,136.446395901631,
563,E1720300052111,旧金野小学校,石川県小松市大野町子43,,,,36.3647421003543,136.496629619986,
564,E1720300054111,松陽地区体育館,石川県小松市大領町な66,,,,36.3865978750617,136.453287765549,
565,E1720300053111,松陽中学校,石川県小松市大領町イ103,,,,36.3889524082898,136.449588013519,
566,E1720300055111,里山自然学校こまつ滝ケ原,石川県小松市滝ケ原町ウ20,,,,36.2975417611582,136.424696284171,
567,E1720300056111,中海小学校,石川県小松市中海町山林ニ8-1,,,,36.3975950310111,136.518717999636,
568,E1720300058111,ふれあい松東,石川県小松市長谷町49,,,,36.3574377491314,136.485428843895,
569,E1720300059111,板津地区体育館,石川県小松市長田町ル146,,,,36.4240345272406,136.463939776015,
570,E1720300061111,稚松小学校,石川県小松市殿町2-7,,,,36.4107476876585,136.449000753287,
571,E1720300064111,團十郎芸術劇場うらら,石川県小松市土居原町710,,,,36.4031639320623,136.452205145478,
572,E1720300066111,南部中学校,石川県小松市島町ヌ43,,,,36.348903967114,136.42565394334,
573,E1720300067111,小松北高校,石川県小松市島田町イ85-1,,,,36.421396536613,136.462830856561,
574,E1720300068111,那谷小学校,石川県小松市那谷町ユ54-1,,,,36.3142172853306,136.423171614746,
575,E1720300069111,日末小学校,石川県小松市日末町ニ52,,,,36.3805469360307,136.400008329435,
576,E1720300070111,能美小学校,石川県小松市能美町ソ51,,,,36.4110618111005,136.482676734576,
577,E1720300071111,旧波佐谷小学校体育館,石川県小松市波佐谷町子27,,,,36.3378355718558,136.479370104467,
578,E1720300072111,第一小学校,石川県小松市白江町ハ73-1,,,,36.4033326371371,136.476880035782,
579,E1720300073111,小松市立高校,石川県小松市八幡ト1,,,,36.3991825839896,136.493600046813,
580,E1720300075111,符津小学校,石川県小松市符津町ハ100,,,,36.3570593850269,136.43179031354,
581,E1720300076111,いしかわ子ども交流センター小松館,石川県小松市符津町念仏3-1,1,,,36.3550861815177,136.419925932589,
582,E1720300077111,小松サン・アビリティーズ,石川県小松市符津町念仏ケ2-7,,,,36.3541184325847,136.418284420679,
583,E1720300079111,小松明峰高校,石川県小松市平面町ヘ72,,,,36.4175406022633,136.466977923985,
584,E1720300080111,苗代小学校,石川県小松市北浅井町ヌ16-1,,,,36.3884481864657,136.464825068405,
585,E1720300082111,末広体育館,石川県小松市末広町72,,,,36.4025352116678,136.441258944374,
586,E1720300084111,木場小学校,石川県小松市木場町わ1,,,,36.3539597919159,136.447756412957,
587,E1720300083111,木場潟スポーツ研修センター,石川県小松市木場町ユ3-7,,,,36.3638381440432,136.453678705686,
588,E1720300085111,南部地区児童体育館,石川県小松市矢田野町ホ10,,,,36.3487606917598,136.425079153053,
589,E1720300086121,矢田野ファクトリー,石川県小松市矢田野町ミ30,,受入対象者は，左記の者のうち，事前に市が特定し，環境調整を事前に行った者及びその家族等,精神障害者（発達障害を含む），知的障害者及び身体障害者,36.337094,136.419958,
590,E1720300088111,こまつドーム,石川県小松市林町ほ5,1,,,36.3389080906457,136.434404706104,
591,E1720300089111,蓮代寺小学校,石川県小松市蓮代寺町ハ丙16,,,,36.3749998353424,136.469786485916,
592,E1732400001111,川北中学校,石川県川北町字壱ツ屋チ82,1,,,36.4725606413057,136.543524447045,
593,E1732400016111,川北町武道館,石川県川北町字壱ツ屋チ85,1,,,36.472163,136.543833,
594,E1732400002111,川北小学校,石川県川北町字壱ツ屋ヲ25-1,1,,,36.4721786042797,136.544487148233,
595,E1732400004111,橘小学校,石川県川北町字橘ソ68,1,,,36.4730260299318,136.508898425954,
596,E1732400005111,西部地区学習等供用施設,石川県川北町字橘ロ59-1,1,,,36.4747526661615,136.513102093171,
597,E1732400007121,西部地区児童館,石川県川北町字橘平44,1,,要配慮者、幼児、妊婦等,36.4730384707866,136.509603439726,
598,E1732400007111,西部地区児童館,石川県川北町字橘平44,1,,,36.4730384707866,136.509603439726,
599,E1732400008121,東部地区児童館,石川県川北町字中島へ2-1,1,,要配慮者、幼児、妊婦等,36.4635415553373,136.587287210729,
600,E1732400008111,東部地区児童館,石川県川北町字中島へ2-1,1,,,36.46354155537,136.58721073,
601,E1732400010111,東部地区学習等供用施設,石川県川北町字中島ワ128-2,1,,,36.4649749382618,136.584819229192,
602,E1732400012111,中島小学校,石川県川北町字中島ワ17,1,,,36.4646072973749,136.586432506774,
603,E1732400013111,川北町児童館,石川県川北町字土室丙129-1,1,,,36.473139109939,136.54523181207,
604,E1732400013121,川北町児童館,石川県川北町字土室丙129-1,1,,要配慮者、幼児、妊婦等,36.4730384707859,136.544796704203,
605,E1740700001111,鹿島体育センター,石川県中能登町井田い部34,1,,,36.966194,136.916552,
606,E1740700002111,生涯学習センター「ラピア鹿島」,石川県中能登町井田に部50,1,,,36.968668,136.911161,
607,E1740700005111,ふるさと創修館,石川県中能登町一青こ部19-1,1,,,36.987913558361,136.89958866138,
608,E1740700009111,かねまる交流館,石川県中能登町金丸932,1,,,36.947153575183,136.84217330531,
609,E1740700010111,中能登町立たんぽぽ保育園,石川県中能登町春木３部18-1,1,,,37.0013478194,136.90417208466,
610,E1740700012111,中能登町立つくし保育園,石川県中能登町水白１９部1-1,1,,,36.957652076578,136.89353144466,
611,E1740700038121,特別養護老人ホーム「鹿寿苑」,石川県中能登町西馬場エ部56,1,,要配慮者のうち、町が特定した者,36.970217,136.887679,
612,E1740700016111,ふれあい交流館「北部」,石川県中能登町坪川リ部23,1,,,36.999487294543,136.92116490675,
613,E1740700018111,ディサービスセンター「いこい」,石川県中能登町東馬場ほ部18-1,1,,,36.965980113992,136.89448929662,
614,E1740700020111,中能登町立あおば保育園,石川県中能登町二宮カ部58,1,,,36.982072993169,136.92673818651,
615,E1740700021111,カルチャーセンター飛翔,石川県中能登町能登部下１３４部1,1,,,36.955546063728,136.8651164504,
616,E1740700022111,中能登町立さくら保育園,石川県中能登町能登部下４６部1-1,1,,,36.957404,136.866285,
617,E1740700024111,鹿西体育館,石川県中能登町能登部下９１部23,1,,,36.961419000001,136.86654608333,
618,E1740700026111,石川県立鹿西高等学校,石川県中能登町能登部上ヲ部1,1,,,36.963294975755,136.87143303493,
619,E1740700027111,農村環境改善センター「パルみおや」,石川県中能登町福田フ部111-1,1,,,36.941967,136.870064,
620,E1740700037121,老人福祉センターゆうゆう,石川県中能登町末坂２部37-1,,,要配慮者のうち、町が特定した者,36.991650154122,136.90359163819,
621,E1740700030111,保健センター「すくすく」,石川県中能登町末坂２部57-1,1,,,36.991380007104,136.90346173744,
622,E1740700032111,中能登町社会福祉センター,石川県中能登町末坂９部43,1,,,36.988973405816,136.90209172884,
623,E1740700033111,中能登中学校,石川県中能登町良川け部1-1,1,,,36.972898570321,136.89020396826,
624,E1740700039121,障害者支援施設つばさ,石川県中能登町良川け部71-1,,,要配慮者のうち、町が特定した者,36.970805,136.891834,
625,E1740700035111,中能登町立こすもす保育園,石川県中能登町良川た部3,1,,,36.981568,136.896421,
626,E1740700036111,ラポールよしかわ,石川県中能登町良川ち部15,1,,,36.977433910746,136.88942251175,
627,E1736100001111,井上小学校,石川県津幡町井上の荘1-1,1,,,36.671774,136.720178,
628,E1736100015111,津幡高等学校,石川県津幡町加賀爪ヲ45,1,,,36.667917,136.742636,
629,E1736100002111,津幡中学校,石川県津幡町字加賀爪ヌ6-1,1,,,36.667062,136.737567,
630,E1736100003111,刈安小学校,石川県津幡町字刈安イ1,1,,,36.669803,136.788172,
631,E1736100004111,刈安コミュニティプラザ,石川県津幡町字刈安甲5,,,,36.6700459714091,136.78762696808,
632,E1736100005112,笠野小学校,石川県津幡町字山北ワ116,1,,,36.693102,136.777127,
633,E1736100005111,笠野公民館,石川県津幡町字山北ワ116,1,,,36.6932712181474,136.777876844438,
634,E1736100006111,萩野台コミュニティプラザ,石川県津幡町字七野イ75,1,,,36.6570644581605,136.762039213558,
635,E1736100006112,萩野台小学校,石川県津幡町字七野イ75,1,,,36.656982,136.761828,
636,E1736100007112,津幡小学校,石川県津幡町字清水リ123-3,1,,,36.673407,136.736165,
637,E1736100007111,津幡地域交流センター,石川県津幡町字清水リ123-3,1,,,36.6742551108218,136.736631224545,
638,E1736100008111,条南コミュニティプラザ,石川県津幡町字太田ろ3,1,,,36.654108168327,136.718933293123,
639,E1736100008112,条南小学校,石川県津幡町字太田ろ3,1,,,36.654059,136.717823,
640,E1736100009111,太白台小学校,石川県津幡町字津幡ワ2,1,,,36.672861,136.748289,
641,E1736100010111,津幡南中学校,石川県津幡町字南中条3-7,1,,,36.65985,136.720946,
642,E1736100011111,中条公民館,石川県津幡町字南中条ヘ81,1,,,36.6580362742983,136.727488698642,
643,E1736100011112,中条小学校,石川県津幡町字南中条ヘ81,1,,,36.658885,136.726832,
644,E1736100012111,英田コミュニティプラザ,石川県津幡町字能瀬井36,1,,,36.6934392340437,136.727018885085,
645,E1736100012112,英田小学校,石川県津幡町字能瀬井36,1,,,36.69265,136.726872,
646,E1736100013111,文化会館シグナス,石川県津幡町北中条3-1,,,,36.663565,136.727228,
647,E1736500001111,アカシア公民館,石川県内灘町字アカシア2-4,,,,36.6349604,136.6358396,
648,E1736500003111,ハマナス公民館,石川県内灘町字ハマナス2-16-1,,,,36.6545403,136.6429458,
649,E1736500005111,旭ケ丘公民館,石川県内灘町字旭ケ丘282,1,,,36.63016052,136.6352119,
650,E1736500007112,宮坂公民館,石川県内灘町字宮坂６字1-1,,,,36.6659925,136.6567144,
651,E1736500007111,勤労者体育センター,石川県内灘町字宮坂６字1-1,,,,36.66591504,136.657106,
652,E1736500008111,サイクリングターミナル,石川県内灘町字宮坂に1-3,,,,36.66554293,136.6522466,
653,E1736500009111,屋内温水プール,石川県内灘町字宮坂に1-9,,,,36.66681493,136.6530352,
654,E1736500010111,ほのぼの湯（防災コミュニティセンター）,石川県内灘町字宮坂に455,,,,36.66219607,136.6527328,
655,E1736500012111,屋内多目的広場,石川県内灘町字宮坂ぬ33-1,,,,36.667265121098,136.65202220793,
656,E1736500014111,向粟崎体育館（向粟崎公民館）,石川県内灘町字向粟崎1-420,,,,36.63147443,136.6356956,
657,E1736500015111,向粟崎小学校,石川県内灘町字向粟崎2-382,1,,,36.63637052,136.637554,
658,E1736500016111,少年の家,石川県内灘町字向粟崎3-104,,,,36.6320276,136.6327641,
659,E1736500018111,向粟崎東集会場,石川県内灘町字向粟崎5-85,,,,36.63857744,136.6381066,
660,E1736500020111,働く女性の家（向陽台公民館）,石川県内灘町字向陽台1-145-2,,,,36.63803056,136.6337537,
661,E1736500021111,清湖小学校,石川県内灘町字向陽台2-294,1,,,36.64052381,136.633488,
662,E1736500023111,室公民館,石川県内灘町字室イ79-1,,,,36.68857331,136.6755147,
663,E1736500025111,西荒屋公民館,石川県内灘町字西荒屋ハ24-4,,,,36.6847395,136.6724603,
664,E1736500026111,西荒屋小学校,石川県内灘町字西荒屋ハ6-7,1,,,36.67859993,136.6671304,
665,E1736500028111,千鳥台公民館,石川県内灘町字千鳥台1-123,,,,36.63662029,136.6270193,
666,E1736500031111,石川県立内灘高等学校,石川県内灘町字千鳥台3-1,1,,,36.6406836,136.6293081,
667,E1736500034121,特別養護老人ホーム夕陽ヶ丘苑,石川県内灘町字大学1-5-1,,,要配慮者,36.65987527,136.6476932,
668,E1736500035111,大学公民館,石川県内灘町字大学2-119,1,,,36.65510375,136.6486659,
669,E1736500036121,内灘の風,石川県内灘町字大根布1-31-8,,,要配慮者,36.6471738409657,136.645469398537,
670,E1736500037111,地域防災センター（大根布公民館）,石川県内灘町字大根布3-150,,,,36.65190583,136.64877,
671,E1736500038111,大根布小学校,石川県内灘町字大根布6-2,1,,,36.649287,136.6455694,
672,E1736500041121,うちなだ福祉作業所,石川県内灘町字大根布と202-5,,,要配慮者,36.64926182,136.6392907,
673,E1736500042111,石川県立児童生活指導センター,石川県内灘町字大根布と543,1,,,36.65044073,136.6387074,
674,E1736500044111,文化会館（大清台公民館）,石川県内灘町字大清台140,,,,36.65094798,136.6436793,
675,E1736500045111,鶴ケ丘東公民館,石川県内灘町字鶴ケ丘2-159-1,,,,36.64269128,136.6423392,
676,E1736500047111,鶴ケ丘小学校,石川県内灘町字鶴ケ丘2-162,1,,,36.6429345,136.6418045,
677,E1736500048111,内灘中学校,石川県内灘町字鶴ケ丘2-308,1,,,36.64584363,136.6435588,
678,E1736500049111,武道館,石川県内灘町字鶴ケ丘2-308-3,,,,36.6464462,136.6448678,
679,E1736500052111,鶴ケ丘西公民館,石川県内灘町字鶴ケ丘4-1-187,,,,36.64391741,136.6379081,
680,E1736500054111,鶴ケ丘北公民館,石川県内灘町字鶴ケ丘5-1-185,,,,36.64719972,136.6413529,
681,E1736500058111,内灘町南部地域防災センター（緑台公民館）,石川県内灘町字緑台1-270,,,,36.6341661846011,136.629625426619,
682,E1736500057111,白帆台公民館,石川県内灘町白帆台1-215,,,,36.67019708,136.6555838,
683,E1736500061121,内灘温泉保養館,石川県内灘町白帆台1-88-1,,,要配慮者,36.6684413392658,136.654626460105,
684,E1736500062111,白帆台小学校,石川県内灘町白帆台2-168,1,,,36.6740036151124,136.657350243361,
685,E1746300045111,岩井戸公民館,石川県能登町字黒川26-11,1,,,37.364893750549,137.03952328625,
686,E1746300047112,崎山山村開発センター,石川県能登町字崎山1-1,1,,,37.302809638973,137.14868449972,
687,E1746300064111,小間生公民館,石川県能登町字小間生梅部89-1,1,,,37.381497,137.115065,
688,E1746300065111,小木中学校,石川県能登町字小木1-1-1,1,,,37.304203464789,137.22338023163,
689,E1746300067111,小木地域交流センター,石川県能登町字小木１５字30-1,,,,37.300581151773,137.22393769324,
690,E1746300070111,小木小学校,石川県能登町字小木４字16,,,,37.299072981156,137.22383648394,
691,E1746300079111,松波公民館,石川県能登町字松波１３字75-1,1,,,37.35350648948,137.24492245302,
